VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
0.525,1.7880877422383152e-07,-1.7250562932455997e-07,9.8644921272559e-05,0.0001061156353164,1.7872136800825686e-07,-1.7227781868468098e-07,7.960169108730989e-10,6.56223707681624e-10,33,33,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-115.hdf5,6.443549323575883e-09,1.031635825725032e-09,3.509991866929379e-07,1.031635825725032e-09,0.0183577329175205,0.0029396354296983
0.55,1.2935849555710417e-07,-1.2429506392525197e-07,0.0001499335916132,0.0001555053485073,1.2753241004402397e-07,-1.2356659580793708e-07,1.0676316235959487e-09,9.247393563175548e-10,35,31,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-117.hdf5,3.965814236086887e-09,1.4124376661731756e-09,2.5109900585196105e-07,1.4124376661731756e-09,0.0157938269115449,0.005625724455302
0.55,1.2603555738963392e-07,-1.224736190620143e-07,0.0001652339512209,0.0001731686431383,1.2610190996185672e-07,-1.219851833301463e-07,4.5742051625153903e-10,3.9023687401208137e-10,39,36,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-117.hdf5,4.116726631710417e-09,6.012639574484283e-10,2.4808709329200305e-07,6.012639574484283e-10,0.0165938766788845,0.0024239339693718
0.55,1.2391084821853768e-07,-1.1959941124502497e-07,0.0001551559180033,0.0001630202824121,1.237331690834129e-07,-1.197637868614104e-07,3.1216939179968273e-10,3.7022417149664327e-10,39,39,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-117.hdf5,3.969382222002501e-09,4.842681760522364e-10,2.434969559448233e-07,4.842681760522364e-10,0.0163015681514391,0.0019890701092482
0.55,1.327268617972507e-07,-1.2866152770392948e-07,0.0001532520104131,0.0001518830811709,1.3102429400144922e-07,-1.2713396341544036e-07,9.764664134065535e-10,1.0316789624193346e-09,33,33,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-116.hdf5,3.890330586008862e-09,1.4205098162313743e-09,2.581582574168896e-07,1.4205098162313743e-09,0.0150695570420066,0.0055031015245379
0.575,8.98472255439326e-08,-8.67119385883624e-08,0.000231028691973,0.0002455983638687,8.902494700526015e-08,-8.614494461277839e-08,4.3769431660755206e-10,3.3485820046062903e-10,31,31,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-118.hdf5,2.8800023924817595e-09,5.510955717534688e-10,1.7516989161803854e-07,5.510955717534688e-10,0.0164411952640906,0.0031464885075344
0.575,9.185702426905169e-08,-8.861977103648574e-08,0.0002148743903995,0.000232563343232,9.097911673646113e-08,-8.776867511564887e-08,6.75764180955319e-10,6.90137821490613e-10,35,23,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-118.hdf5,3.2104416208122563e-09,9.65892044130203e-10,1.7874779185211e-07,9.65892044130203e-10,0.0179607344378747,0.005404530115537
0.6,6.913031109689787e-08,-6.667703154921787e-08,0.0002759372267463,0.0002495299200714,6.761655946784457e-08,-6.541089054693653e-08,9.975816613893112e-10,7.509540792235303e-10,41,29,2023/11/Data_1122/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-119.hdf5,2.2056689209080376e-09,1.2486397399741523e-09,1.330274500147811e-07,1.2486397399741523e-09,0.0165805547701843,0.0093876215984804
0.65,4.3465207732663166e-08,-4.209510687717848e-08,8.542315449433482e-05,7.879363429798668e-05,4.247631230816991e-08,-4.152996508748428e-08,6.456083655723861e-10,5.48617107923938e-10,40,40,2023/11/Data_1122/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-124.hdf5,9.463472206856287e-10,8.472254084975695e-10,8.40062773956542e-08,8.472254084975695e-10,0.0112651964832164,0.0100859030001333
0.65,4.3787814567775695e-08,-4.2991618756272106e-08,0.0001379673738869,7.342478530975164e-05,4.2759267374168825e-08,-4.146075426060974e-08,9.633189740994303e-10,8.1966412881282e-10,40,40,2023/11/Data_1122/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-124.hdf5,1.2985131135590843e-09,1.2648449430354923e-09,8.422002163477858e-08,1.2648449430354923e-09,0.015418104725621,0.0150201252353421
0.675,4.1915324703893974e-08,-4.128399109369453e-08,-0.0001057960295351,-0.0001300877430111,4.0916256814122246e-08,-4.037643207502922e-08,6.085000618344684e-10,5.121373787944383e-10,67,68,2023/11/Data_1123/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-126.hdf5,5.398247390930244e-10,7.953345333952186e-10,8.129268888915148e-08,7.953345333952186e-10,0.0066405078546376,0.0097838081104592
0.675,4.3135857021474834e-08,-4.226733542422188e-08,-0.0001186827592492,-0.0001000825247003,4.136053017812503e-08,-4.0676699136630055e-08,7.589597958925751e-10,9.738939160651694e-10,51,49,2023/11/Data_1123/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-126.hdf5,6.838310414949764e-10,1.2347021225907287e-09,8.203722931475509e-08,1.2347021225907287e-09,0.0083356184406386,0.0150510326503695
